Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
863968	5AhC6ORULJ	Unit CTA1_10, Section CTA1_10-2	DIST03_SP	1	R2C2								0.902746806246699				Identifying units	77
869857	ck0GIf31rJ	Unit CTA1_06, Section CTA1_06-5	FBSMR1	1	R5C1								0.0				Using simple numbers~~Using small numbers~~Find X, Simple	26~~19~~1
870274	ck0GIf31rJ	Unit ES_03, Section ES_03-4	EG49	1	FinalAnswer								1.0				simplify-fractions-sp~~combine-like-terms-sp	22~~23
870710	ck0GIf31rJ	Unit CTA1_08, Section CTA1_08-2	L3_DEMO	1	Formula 1 Coeff 0								1.0				Setting the y-intercept	9
872171	H5p2L3L4hU	Unit CTA1_06, Section CTA1_06-4	BH1T52	1	xMax								1.0				Changing axis bounds	64
872514	H5p2L3L4hU	Unit ES_03, Section ES_03-7	LIT1	1	s+r-r = t-r								1.0				[SkillRule: Consolidate vars, no coeff; CLT]	37
872646	H5p2L3L4hU	Unit CTA1_08, Section CTA1_08-2	DEMO_8	1	R2C2								1.0				Identifying units	47
874226	m9a501e1MM	Unit CTA1_12, Section CTA1_12-6	SYSFB11	1	R7C3								1.0				Entering a given	29
874448	m9a501e1MM	Unit ES_05, Section ES_05-12	LIT85	1	Y = -17/6+4X/6								1.0					
874909	m9a501e1MM	Unit CTA1_14, Section CTA1_14-4	LDEMO_PTPT	1	R5C1								1.0				Using simple numbers~~Using small numbers~~Find X, positive slope	91~~70~~27
875182	m9a501e1MM	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	YGE4X-11	1	GraphChoice1								1.0					
875313	m9a501e1MM	Unit CTA1_15, Section CTA1_15-2	SYSFB09	1	14.95+0.13X = 50								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	111
879864	k37lfl6ENf	Unit ES_02, Section ES_02-10	EG44	3	-9/x = -2								1.0				[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]	7
882464	3008m5T78s	Unit ES_04, Section ES_04-14	LIT29A	1	2 = (z-v)*t								0.5941644315014125				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	7~~16
882831	3008m5T78s	Unit CTA1_10, Section CTA1_10-4	FOR08_SP	1	R2C2								0.8010265328186972				Identifying units	18
883379	3008m5T78s	Unit ES_07, Section ES_07-5	LIT78	2	h*(j*m-k) = q*r								0.8104369369546411				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	152
883706	3008m5T78s	Unit CTA1_12, Section CTA1_12-3	SYSFB21	1	0.5A = 35								0.9934780931668076				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	58~~190
884119	3k85qY4Y2B	Unit ES_07, Section ES_07-6	LIT78A	3	k*j = (r*s+m*j)/n								1.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	11
884543	3k85qY4Y2B	Unit CTA1_12, Section CTA1_12-5	SYSFB24	1	13200 = 700M								1.0				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	19~~78
884720	3k85qY4Y2B	Unit ES_05, Section ES_05-5	EG60	4	-16x = 9								1.0				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	110~~23
884921	448d2Kv3hw	Unit CTA1_08, Section CTA1_08-3	FEB08	2	yMax								0.0				Changing axis bounds	16
885264	448d2Kv3hw	Unit ES_04, Section ES_04-14	LIT22A	1	7s+z = c								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	50
885555	448d2Kv3hw	Unit CTA1_10, Section CTA1_10-3	DISTFB06_SP	1	R3C1								1.0				Define Variable	24
885876	448d2Kv3hw	Unit ES_07, Section ES_07-4	LIT70A	1	r*(-u-w) = x*s-6u								1.0				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	113
886006	448d2Kv3hw	Unit CTA1_12, Section CTA1_12-2	SYS03	2	-8M-10 = -58								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	135~~23
887012	c7A4cZK28M	Unit CTA1_08, Section CTA1_08-3	BH1T07	1	R1C1								1.0					
887351	c7A4cZK28M	Unit ES_04, Section ES_04-13	LIT29	1	2/s+u-u = y-u								1.0				[SkillRule: Consolidate vars with coeff; CLT]	17
887794	c7A4cZK28M	Unit CTA1_10, Section CTA1_10-6	DISTFB10_SP	1	R1C2								1.0					
888021	c7A4cZK28M	Unit ES_07, Section ES_07-4	LIT70A	1	(6u-x*s)/(w+u) = r*(w+u)/(w+u)								1.0				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	61
888131	c7A4cZK28M	Unit CTA1_12, Section CTA1_12-2	SYSFB17	1	R2C2								0.0				Identifying units	56
889777	EaUoBdvBdC	Unit ES_05, Section ES_05-12	LIT88	1	constant termsR2								0.8834334310248243					
890148	EaUoBdvBdC	Unit CTA1_14, Section CTA1_14-4	2PTFB16	1	R3C1								0.9882459470075033				Define Variable	24
890477	EaUoBdvBdC	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	2X+3YGT9	1	GraphChoice1								0.9949987585960578					
890739	EaUoBdvBdC	Unit CTA1_15, Section CTA1_15-3	SYSFB10	1	YLabel								0.7519595477852115				Labelling the axes	14
890978	EaUoBdvBdC	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE8TRE	1	R3C3								0.4527608468566438				Using simple numbers~~Using small numbers~~Write expression, quadratic	119~~84~~4
891109	EaUoBdvBdC	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2	EG-FACTOR41	1	FQCheckButton								0.9488238668519987					
891345	EaUoBdvBdC	Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1	EG-S-FACTOR29	1	den1-factor-node								0.7704540312669131				qft-den-sp	10
897482	YH4M65c5kP	Unit ES_02, Section ES_02-9	EG44	3	8y = 2/y*y								0.8100965741835662					
897637	YH4M65c5kP	Unit CTA1_13, Section CTA1_13-1	PROP01	1	R5C1								0.9185508124788901				Entering a given	29
897716	YH4M65c5kP	Unit CTA1_06, Section CTA1_06-2	BH1T20	1	YUnit								0.9674781531419153					
899855	L24St09aez	Unit CTA1_02, Section CTA1_02-2	BH1T21	1	R3C2								0.7820057656156348				Using simple numbers~~Write expression, positive slope~~Using large numbers	9~~2~~4
900184	N4Ab8Bvj98	Unit CTA1_08, Section CTA1_08-3	BH1T07	1	yScale								0.9946883359725371				Changing axis intervals	13
900676	Zxu8oS1jJ2	Unit CTA1_08, Section CTA1_08-3	FEB08	1	Formula 1 Coeff 1								0.46140131968948117				Setting the slope	7
900721	Zxu8oS1jJ2	Unit ES_04, Section ES_04-1	EG40	3	6 = 5-3x								0.6588271966907865				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	3
901797	Exz0X2naK1	Unit CTA1_02, Section CTA1_02-4	REAL28	1	R2C2								0.0				Identifying units	7
901823	Exz0X2naK1	Unit ES_01, Section ES_01-1	EG4	1	9(4+2)								1.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]	3~~3
902095	Exz0X2naK1	Unit CTA1_08, Section CTA1_08-3	JAN12	1	R3C1								1.0				Define Variable	26
902206	Exz0X2naK1	Unit ES_04, Section ES_04-3	EG54	2	7 = 2(y+1)								1.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	6
902267	Exz0X2naK1	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	1	FinalAnswer								1.0				perform-mult-sp	16
902376	Exz0X2naK1	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS09	2	row3-N-constant factors								1.0					
909135	5Q69X4zFkC	Unit CTA1_06, Section CTA1_06-3	JAN06	1	R2C2								1.0				Identifying units	19
914242	q1Yar3mIhE	Unit CTA1_13, Section CTA1_13-1	PROP13	1	R5C1								1.0				Entering a given~~Convert unit, standard	14~~2
914431	q1Yar3mIhE	Unit CTA1_06, Section CTA1_06-2	DEC02	4	xMin								1.0				Changing axis bounds	29
915919	vkQ059OE0u	Unit CTA1_04, Section CTA1_04-2	PERCENT03A	1	R7C1								1.0				Using small numbers~~Find X, Simple~~Using difficult numbers	23~~14~~26
916225	vkQ059OE0u	Unit ES_02, Section ES_02-6	EG40	3	-7y+0 = 9								1.0				[SkillRule: Consolidate vars with coeff; CLT]	42
919724	162lfGskK2	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01	2	(6(x^2)(y^2))(2(x^2)(y^6))								1.0					
919764	162lfGskK2	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS01	1	FinalAnswer								1.0				simplify-fractions-sp	17
920718	7esK30uHH1	Unit ES_01, Section ES_01-8	EG24	2	-4/-8 = -8x/-8								1.0					
920914	7esK30uHH1	Unit ES_02, Section ES_02-6	EG40	3	-11/5 = 5y/5								1.0				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	6
921185	7esK30uHH1	Unit CTA1_01, Section CTA1_01-4	REAL32C	2	R4C1								1.0				Entering a given	40
921381	7esK30uHH1	Unit CTA1_02, Section CTA1_02-2	BH1T21C	1	xMax								1.0				Changing axis bounds	26
921538	DZXDgO0B3u	Unit CTA1_08, Section CTA1_08-3	NOV13	1	R3C1								1.0				Define Variable	10
921610	DZXDgO0B3u	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS09	2	FinalAnswer								1.0				perform-mult-sp	8
921941	DZXDgO0B3u	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS03	3	row1-D-x								1.0					
922538	hK3QE3xOF8	Unit CTA1_02, Section CTA1_02-4	REAL28	1	YLabel								1.0				Labelling the axes	3
922554	hK3QE3xOF8	Unit CTA1_08, Section CTA1_08-1	LDEMO_MBGRPH	1	Intercept Field 1								0.0				Entering the y-intercept	1
923986	Ud9p3KH6Bv	Unit CTA1_01, Section CTA1_01-4	JAN04B	1	R2C2								0.0				Identifying units	14
924191	Ud9p3KH6Bv	Unit CTA1_02, Section CTA1_02-3	L3NOV12A	2	xScale								1.0				Changing axis intervals	16
924408	XHm4u4Y8OU	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS03	2	(5(x^6)(y^5))(y^2)								1.0					
924469	XHm4u4Y8OU	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS07	3	(6y^3)/y^5								1.0					
926212	FD5m13We02	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01	1	yR2								1.0				perform-mult-row2-sp	17
926411	FD5m13We02	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS01-FIXED	1	row1-N-x								1.0					
926444	FD5m13We02	Unit CTA1_24, Section CTA1_24-1	PERCENT07	1	R1C2								1.0					
926502	GlZwe88Gzo	Unit CTA1_02, Section CTA1_02-4	L2FB14C	1	R7C2								1.0				Entering a given	10
926588	GlZwe88Gzo	Unit ES_01, Section ES_01-5	EG13	1	10+6.5 = y								1.0				[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]	10~~10
926826	GlZwe88Gzo	Unit CTA1_08, Section CTA1_08-3	NOV13	1	YLabel								1.0				Labelling the axes	34
926858	GlZwe88Gzo	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS09	2	FinalAnswer								1.0				perform-mult-sp	19
926907	GlZwe88Gzo	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS02	1	(5(x^2)(y^3))/y^2								1.0					
927724	XT7r2I6hmm	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS02	1	(4(x^2)(y^2))/y^3								1.0					
927731	XT7r2I6hmm	Unit CTA1_20, Section CTA1_20-1	1PTFB16	1	R6C1								0.0				Entering a given~~Convert unit, standard	3~~1
928856	45euP7C062	Unit ES_04, Section ES_04-15	LIT54	1	k*x+k*t-k*t = b-k*t								1.0				[SkillRule: Consolidate vars with coeff; CLT]	25
929125	45euP7C062	Unit CTA1_10, Section CTA1_10-3	DISTFB06_SP	1	0.3(J-100000) = 202500								1.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	61
929467	45euP7C062	Unit ES_07, Section ES_07-4	LIT62A	2	c*j-n*q = -w*u-s*u								1.0				[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}]	26
929618	45euP7C062	Unit CTA1_12, Section CTA1_12-2	SYS03	1	yMin								1.0				Changing axis bounds	6
929770	46K8Eq75fJ	Unit CTA1_04, Section CTA1_04-3	BH1T41C	2	ValidEquations								1.0					
929980	46K8Eq75fJ	Unit ES_02, Section ES_02-5	EG40	5	-4x/(-4x) = 4/(-4x)								1.0					
930058	4EUt9uDfjG	Unit ES_01, Section ES_01-9	EG26	1	9*-6 = x/-6*-6								1.0				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	3
930097	4EUt9uDfjG	Unit CTA1_04, Section CTA1_04-2	BH1T36	1	R2C2								1.0				Identifying units	4
936070	p5CPTG2423	Unit CTA1_02, Section CTA1_02-3	L3NOV12A	2	xScale								1.0				Changing axis intervals	17
936228	p5CPTG2423	Unit ES_01, Section ES_01-2	EG2	3	1+60								0.0				[SkillRule: Consolidate vars with coeff; CLT]	11
939867	xH487WMLoS	Unit ES_04, Section ES_04-16	LIT59A	1	s*y+s*z = w-t-c								0.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	3
940090	xH487WMLoS	Unit CTA1_10, Section CTA1_10-4	DIST02_SP	1	R7C1								1.0				Using simple numbers~~Using large numbers~~Find X, positive slope	20~~17~~23
940368	xH487WMLoS	Unit ES_07, Section ES_07-6	LIT79A	1	4y+5r = 2v-9s								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	59
940578	xH487WMLoS	Unit CTA1_12, Section CTA1_12-4	SYSFB04	1	-185+35H = 0								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	72~~11
940869	xH487WMLoS	Unit ES_05, Section ES_05-8	EG61	3	2.09y+2.76+3.77 = -3.77+3.26y+3.77								1.0					
942197	0nF0z1401O	Unit ES_04, Section ES_04-16	LIT55	1	(y-3)/m = m*(x-7)/m								1.0				[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	7
942282	0nF0z1401O	Unit ES_07, Section ES_07-4	LIT62A	1	di-expr								1.0					
942580	6ghrwY35fW	Unit ES_03, Section ES_03-8	LIT17A	1	row3-N-constant factors								1.0					
942746	6ghrwY35fW	Unit ES_04, Section ES_04-4	EG54	11	-4 = 9(x+6)								0.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	16
944709	b4WRCgbjkN	Unit ES_04, Section ES_04-14	LIT28A	1	row3-D-j								1.0					
946149	b4WRCgbjkN	Unit ES_07, Section ES_07-6	LIT80A	1	c*z+z*s = n*t-f*b+2+r*g								0.0				[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}]	61
949146	qvGwtJZv09	Unit ES_04, Section ES_04-15	LIT58	1	b+n = (r+f-7)/y								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	8
949376	qvGwtJZv09	Unit ES_07, Section ES_07-4	LIT70A	2	u*6+u*-r-u*-r = x*s+r*w-u*-r								1.0				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	28
949636	qvGwtJZv09	Unit ES_05, Section ES_05-8	EG61	4	constant terms1R1								1.0					
949998	R398qG76GC	Unit ES_05, Section ES_05-10	EG62A	2	9179.75 = 13.76x-2909.07+2909.07								1.0				[SkillRule: Consolidate vars with coeff; CLT]	67
950393	R398qG76GC	Unit CTA1_01, Section CTA1_01-4	REAL32B	1	R2C2								1.0				Identifying units	28
950708	R398qG76GC	Unit CTA1_02, Section CTA1_02-4	L2FB14C	1	R1C2								1.0					
950754	R398qG76GC	Unit CTA1_04, Section CTA1_04-1	LDEMO_WSLVR	1	R3C1								0.0				Define Variable	37
953584	txnqGG764s	Unit ES_04, Section ES_04-14	LIT29A	1	2/(z-v) = (z-v)*t/(z-v)								1.0				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	25
953793	txnqGG764s	Unit ES_07, Section ES_07-4	LIT63A	1	z*nR2								1.0					
954213	txnqGG764s	Unit ES_05, Section ES_05-10	EG62	1	y1R1								1.0					
954416	txnqGG764s	Unit CTA1_01, Section CTA1_01-3	BH1T33C	1	R3C1								1.0				Define Variable	14
954709	txnqGG764s	Unit CTA1_02, Section CTA1_02-3	L3NOV10C	1	R6C2								1.0				Using simple numbers~~Using large numbers~~Find Y, positive slope	122~~50~~36
956895	93YVE85s1x	Unit CTA1_08, Section CTA1_08-3	JAN12	1	Intercept Field 1								1.0				Entering the y-intercept	12
957119	93YVE85s1x	Unit ES_04, Section ES_04-13	LIT20	1	r/c = d-b								0.0				[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]	2
957494	93YVE85s1x	Unit CTA1_10, Section CTA1_10-5	DISTFB08_SP	1	R7C1								1.0				Using simple numbers~~Using large numbers~~Find X, positive slope	34~~24~~27
957669	93YVE85s1x	Unit ES_07, Section ES_07-4	LIT63A	1	di-expr								1.0					
957865	93YVE85s1x	Unit CTA1_12, Section CTA1_12-4	SYSFB04	1	R3C1								1.0				Define Variable	40
958078	9iQ6dU8Ooj	Unit ES_03, Section ES_03-7	LIT6	1	r = f/-1								1.0					
958361	9iQ6dU8Ooj	Unit CTA1_08, Section CTA1_08-3	FEB08	1	R3C2								0.0				Using simple numbers~~Write expression, positive slope~~Using large numbers	10~~14~~2
958734	9iQ6dU8Ooj	Unit ES_04, Section ES_04-14	LIT27A	1	r1R1								1.0					
958977	9iQ6dU8Ooj	Unit CTA1_10, Section CTA1_10-2	DIST03_SP	1	R1C2								0.0					
959089	auW9kr3fh6	Unit CTA1_06, Section CTA1_06-4	BH1T51	1	R3C1								1.0				Define Variable	5
959358	auW9kr3fh6	Unit ES_03, Section ES_03-6	EG52	2	-3y+y = -13.4								1.0				[SkillRule: Consolidate vars, no coeff; CLT]	27
959728	auW9kr3fh6	Unit CTA1_08, Section CTA1_08-3	BH1T07	1	R2C1								0.0				Identifying units	37
959991	auW9kr3fh6	Unit ES_04, Section ES_04-12	EG58	1	xR2								1.0					
961524	Ds3B2dRQo8	Unit CTA1_06, Section CTA1_06-5	FBSMR1	1	R1C1								0.0					
961723	Ds3B2dRQo8	Unit ES_03, Section ES_03-5	EG52	1	10.2y = -4.8-8.9								1.0				[SkillRule: Consolidate vars with coeff; CLT]	22
961953	Ds3B2dRQo8	Unit CTA1_08, Section CTA1_08-2	BH1T04	1	XUnit								1.0					
962585	Ds3B2dRQo8	Unit ES_04, Section ES_04-13	LIT36	1	-n = 6z								0.0				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	130
964109	JU5Ms0pxvu	Unit CTA1_06, Section CTA1_06-5	FBSMR3	1	R5C1								1.0				Using small numbers~~Find X, negative slope~~Using difficult numbers	48~~11~~26
964377	JU5Ms0pxvu	Unit ES_03, Section ES_03-8	LIT11A	2	2-n-2 = t-2								0.0				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	13
964543	JU5Ms0pxvu	Unit CTA1_08, Section CTA1_08-3	REAL10	1	R1C2								1.0					
964831	JU5Ms0pxvu	Unit ES_04, Section ES_04-13	LIT37	1	-y/t = -t*x/(-t)								1.0					
965296	MCA1W52H2T	Unit CTA1_06, Section CTA1_06-5	FBSMR2	1	R6C2								1.0				Entering a given	64
